Unnamed: 0,Edad,Tipo de trabajador,Nivel Educativo,Salario por hora,Estado civil,Sexo,Personas a cargo,Semanas trabajadas por año,"Buen
Desempeño"
,51,Desconocido,Bachiller,4234,Soltero,Masculino,0,26,Si
,28,Privado,Bachiller,775,Casado,Femenino,3,52,Si
,25,Desconocido,Niño,587,Soltero,Femenino,0,19,Si
,61,Desconocido,Niño,709,Soltero,Femenino,0,33,Si
,37,Privado,Licenciatura,4492,Soltero,Masculino,4,52,No
,33,Privado,5 primaria,2380,Casado,Masculino,6,52,Si
,28,Desconocido,Universitario sin graduar,9543,Viudo,Femenino,0,20,No
,44,Desconocido,Licenciatura,9802,Viudo,Femenino,6,40,Si
,61,Gobierno Nacional,Licenciatura,1645,Casado,Masculino,5,43,Si
,63,Desconocido,Licenciatura,8764,Casado,Femenino,3,42,Si
,54,Privado,5 primaria,2715,Casado,Masculino,2,52,Si
,66,Privado,Bachiller,6108,Soltero,Masculino,3,52,No
,21,Privado,Bachiller,7925,Casado,Femenino,3,52,No
,18,Desconocido,Bachiller,9200,Viudo,Femenino,0,24,No
,25,Privado,Bachiller,2584,Casado,Femenino,3,52,No
,34,Desconocido,Técnico,9330,Casado,Femenino,0,18,No
,45,Desconocido,Bachiller,4187,Casado,Femenino,0,25,No
,49,Desconocido,Niño,6820,Soltero,Masculino,0,23,Si
,34,Privado,Universitario sin graduar,5263,Casado,Masculino,3,52,No
,52,Independiente,Bachiller,643,Casado,Masculino,3,49,Si
,18,Desconocido,Niño,1328,Soltero,Femenino,0,24,Si
,66,Privado,Bachiller,5203,Casado,Femenino,1,52,Si
,24,Desconocido,Niño,5843,Soltero,Femenino,0,22,Si
,44,Gobierno Nacional,Bachiller,2919,Casado,Masculino,6,52,No
,37,Privado,Bachiller,2753,Divorciado,Femenino,6,52,No
,25,Desconocido,Bachiller,1296,Casado,Masculino,0,21,Si
,43,Gobierno Nacional,Universitario,8202,Casado,Femenino,6,52,Si
,64,Privado,Bachiller,7749,Divorciado,Masculino,6,52,Si
,70,Privado,Universitario sin graduar,7598,Divorciado,Femenino,2,46,No
,43,Privado,Universitario sin graduar,6140,Soltero,Masculino,4,50,Si
,38,Desconocido,10 grado,5763,Soltero,Masculino,0,18,Si
,70,Privado,7 grado,2032,Casado,Femenino,0,32,Si
,22,Privado,Licenciatura,2383,Soltero,Femenino,2,52,Si
,49,Desconocido,Niño,2656,Soltero,Masculino,0,27,No
,70,Independiente,Bachiller,3197,Casado,Femenino,1,52,No
,37,Privado,Universitario sin graduar,9070,Divorciado,Femenino,6,52,Si
,28,Desconocido,Técnico,9366,Casado,Masculino,0,30,Si
,60,Gobierno Nacional,Licenciatura,3617,Casado,Masculino,2,52,Si
,62,Privado,3 primaria,9210,Viudo,Femenino,3,52,No
,68,Desconocido,Niño,8400,Soltero,Femenino,0,26,Si
,23,Privado,Bachiller,1239,Separado,Masculino,6,52,No
,44,Privado,Bachiller,1550,Casado,Masculino,3,52,No
,27,Desconocido,3 primaria,4929,Viudo,Femenino,0,20,Si
,40,Desconocido,Niño,2278,Soltero,Masculino,0,22,Si
,22,Desconocido,Niño,2172,Soltero,Masculino,0,28,No
,69,Desconocido,Niño,9795,Soltero,Femenino,0,23,Si
,30,Privado,Licenciatura,1386,Soltero,Femenino,6,47,Si
,68,Desconocido,10 grado,7184,Soltero,Femenino,0,21,Si
,59,Desconocido,Bachiller,2364,Casado,Femenino,3,45,Si
,62,Privado,10 grado,5286,Soltero,Femenino,6,50,No
,43,Privado,Bachiller,650,Casado,Masculino,4,52,No
,27,Desconocido,Bachiller,6293,Soltero,Femenino,0,30,No
,61,Privado,Bachiller,905,Casado,Femenino,1,52,Si
,39,Privado,Bachiller,6342,Casado,Femenino,6,52,No
,42,Desconocido,Niño,2233,Soltero,Masculino,0,20,Si
,26,Desconocido,Técnico,8811,Casado,Masculino,0,30,No
,25,Desconocido,Niño,5146,Soltero,Masculino,0,29,Si
,40,Independiente,Bachiller,8415,Casado,Femenino,0,25,Si
,41,Gobierno local,5 primaria,500,Casado,Femenino,3,49,Si
,66,Desconocido,9 grado,9916,Viudo,Femenino,0,30,No
,61,Mixto,Bachiller,5696,Casado,Masculino,1,52,No
,39,Privado,Bachiller,3266,Divorciado,Femenino,3,52,Si
,30,Independiente,Universitario sin graduar,8551,Soltero,Masculino,1,52,Si
,20,Desconocido,Niño,3816,Soltero,Masculino,0,20,No
,62,Desconocido,Bachiller,1805,Casado,Femenino,0,20,No
,18,Desconocido,5 primaria,8893,Casado,Femenino,0,32,Si
,26,Desconocido,Niño,9442,Soltero,Femenino,0,24,Si
,67,Nunca ha trabajado,10 grado,9527,Soltero,Femenino,0,26,No
,51,Desconocido,Universitario sin graduar,1217,Casado,Masculino,0,28,No
,26,Privado,Técnico,7260,Casado,Femenino,6,52,Si
,38,Privado,Bachiller,6412,Casado,Masculino,2,52,Si
,44,Privado,Universitario sin graduar,735,Soltero,Femenino,2,52,Si
,44,Desconocido,Niño,7834,Soltero,Femenino,0,20,Si
,24,Desconocido,Niño,1439,Soltero,Masculino,0,24,Si
,47,Desconocido,7 grado,634,Viudo,Femenino,0,24,Si
,19,Desconocido,Niño,7066,Soltero,Femenino,0,32,No
,25,Desconocido,Niño,583,Soltero,Femenino,0,18,Si
,68,Desconocido,9 grado,8182,Soltero,Femenino,0,29,Si
,22,Desconocido,Niño,2205,Soltero,Femenino,0,28,No
,44,Privado,Bachiller,2448,Soltero,Masculino,1,46,Si
,43,Privado,Técnico,2335,Casado,Femenino,5,52,Si
,24,Desconocido,Niño,6648,Soltero,Masculino,0,28,No
,35,Desconocido,5 primaria,9828,Casado,Masculino,0,28,No
,62,Privado,10 grado,4453,Soltero,Masculino,4,50,No
,65,Desconocido,9 grado,1409,Cónyuge ausente,Femenino,0,31,Si
,51,Desconocido,Niño,3140,Soltero,Femenino,0,24,Si
,47,Privado,Bachiller,7224,Soltero,Masculino,6,52,No
,45,Desconocido,Niño,6964,Soltero,Femenino,0,20,No
,19,Privado,Normalista,6775,Casado,Masculino,1,52,No
,30,Desconocido,9 grado,7513,Soltero,Femenino,0,29,No
,64,Mixto,Bachiller,540,Casado,Masculino,1,52,No
,44,Desconocido,Niño,217,Soltero,Masculino,0,30,Si
,18,Privado,Bachiller,1100,Casado,Masculino,2,50,No
,44,Gobierno Nacional,PhD,5092,Soltero,Femenino,5,52,No
,70,Desconocido,3 primaria,5251,Casado,Femenino,0,23,No
,38,Desconocido,Bachiller,8343,Casado,Femenino,6,43,Si
,52,Privado,Bachiller,7184,Casado,Masculino,4,52,Si
,21,Desconocido,Bachiller,1698,Casado,Femenino,4,41,Si
,31,Privado,Bachiller,8815,Soltero,Femenino,6,52,No
,32,Desconocido,Niño,8585,Soltero,Masculino,0,21,No
,56,Privado,Bachiller,1307,Casado,Femenino,5,52,Si
,35,Gobierno local,Bachiller,4711,Casado,Femenino,5,52,Si
,38,Desconocido,7 grado,9743,Casado,Masculino,0,23,Si
,25,Privado,Bachiller,2650,Divorciado,Femenino,1,52,No
,55,Desempleado,Universitario sin graduar,2235,Soltero,Femenino,6,52,No
,25,Privado,Universitario sin graduar,6633,Casado,Femenino,5,52,Si
,30,Desconocido,Niño,9325,Soltero,Masculino,0,22,Si
,35,Privado,10 grado,2086,Soltero,Femenino,6,48,No
,30,Independiente,Universitario sin graduar,9493,Casado,Masculino,1,52,Si
,50,Desconocido,Niño,7212,Soltero,Femenino,0,27,Si
,45,Desconocido,Licenciatura,1834,Soltero,Masculino,5,43,No
,19,Desconocido,Niño,2380,Soltero,Masculino,0,22,Si
,44,Desconocido,Niño,431,Soltero,Femenino,0,28,No
,60,Independiente,Grado 11 sin diploma,4602,Casado,Femenino,1,52,Si
,52,Privado,Universitario sin graduar,6620,Casado,Femenino,6,52,No
,57,Privado,Bachiller,1400,Casado,Masculino,4,52,Si
,40,Desconocido,Niño,7595,Soltero,Femenino,0,25,Si
,53,Privado,Licenciatura,9930,Soltero,Femenino,4,51,Si
,53,Desconocido,7 grado,9566,Soltero,Femenino,0,24,No
,65,Desconocido,Bachiller,942,Casado,Masculino,1,46,No
,49,Desconocido,Niño,5612,Soltero,Femenino,0,22,No
,53,Independiente,Universitario sin graduar,4224,Soltero,Masculino,1,49,Si
,24,Gobierno local,Bachiller,2247,Casado,Masculino,4,50,No
,51,Privado,9 grado,2284,Soltero,Masculino,1,52,Si
,54,Desconocido,Universitario sin graduar,7931,Casado,Femenino,0,32,Si
,64,Independiente,Bachiller,2301,Divorciado,Femenino,1,51,Si
,22,Desconocido,Bachiller,9791,Soltero,Femenino,1,41,No
,41,Desconocido,3 primaria,462,Soltero,Femenino,0,17,No
,31,Desconocido,Bachiller,7888,Casado,Femenino,0,32,Si
,51,Desconocido,Bachiller,5301,Divorciado,Femenino,0,21,No
,36,Desconocido,10 grado,2324,Soltero,Masculino,0,24,No
,34,Privado,Bachiller,960,Casado,Femenino,3,52,Si
,51,Privado,Universitario,3775,Casado,Femenino,6,52,No
,44,Independiente,Bachiller,4929,Casado,Masculino,1,52,Si
,18,Privado,Bachiller,6539,Soltero,Femenino,2,46,No
,54,Desconocido,10 grado,5044,Casado,Femenino,0,32,No
,58,Desconocido,Niño,663,Soltero,Masculino,0,28,No
,37,Desconocido,Bachiller,437,Casado,Femenino,4,48,Si
,38,Desconocido,Niño,3366,Soltero,Masculino,0,21,Si
,28,Desconocido,Niño,2821,Soltero,Femenino,0,18,Si
,18,Desconocido,7 grado,6458,Casado,Masculino,0,21,Si
,50,Privado,Licenciatura,2547,Casado,Masculino,6,50,Si
,55,Gobierno local,Licenciatura,9644,Casado,Masculino,5,49,No
,24,Privado,Universitario sin graduar,1838,Casado,Femenino,6,52,Si
,55,Privado,Bachiller,9897,Soltero,Femenino,4,52,No
,40,Privado,Universitario,5386,Divorciado,Masculino,4,51,Si
,70,Gobierno Nacional,Licenciatura,837,Casado,Masculino,1,52,Si
,61,Desconocido,Bachiller,6504,Divorciado,Femenino,6,47,Si
,55,Privado,Universitario sin graduar,5283,Divorciado,Femenino,4,52,Si
,65,Desconocido,Niño,8063,Soltero,Masculino,0,25,Si
,55,Desconocido,Niño,9721,Soltero,Masculino,0,22,Si
,54,Desconocido,7 grado,6360,Soltero,Femenino,0,25,Si
,37,Desconocido,Niño,1067,Soltero,Masculino,0,17,No
,40,Privado,Bachiller,660,Casado,Masculino,2,52,Si
,55,Desconocido,Niño,4504,Soltero,Masculino,0,18,No
,39,Gobierno local,Licenciatura,9952,Casado,Femenino,6,52,No
,25,Desconocido,3 primaria,9673,Soltero,Masculino,1,40,Si
,41,Desconocido,Bachiller,222,Viudo,Femenino,0,23,Si
,23,Privado,Bachiller,9712,Casado,Masculino,3,46,No
,67,Gobierno Nacional,Bachiller,5715,Divorciado,Femenino,6,52,No
,28,Privado,Bachiller,9438,Casado,Femenino,1,42,Si
,47,Desconocido,Universitario sin graduar,1794,Casado,Femenino,0,31,Si
,37,Desconocido,Universitario sin graduar,7877,Viudo,Femenino,0,32,Si
,42,Privado,Universitario sin graduar,5006,Divorciado,Masculino,2,52,No
,24,Desconocido,Técnico,3002,Viudo,Masculino,0,20,Si
,57,Privado,Bachiller,746,Soltero,Masculino,4,52,No
,56,Privado,Bachiller,948,Soltero,Femenino,3,48,No
,51,Privado,10 grado,5714,Soltero,Femenino,6,45,No
,18,Desconocido,Bachiller,5346,Soltero,Femenino,3,52,No
,37,Independiente,7 grado,2851,Casado,Masculino,1,52,No
,66,Privado,Universitario sin graduar,6839,Casado,Femenino,1,52,No
,30,Desconocido,Grado 11 sin diploma,4305,Casado,Masculino,0,20,No
,43,Desconocido,Niño,1285,Soltero,Masculino,0,26,No
,18,Privado,Bachiller,5473,Divorciado,Masculino,1,45,No
,35,Desconocido,9 grado,4704,Soltero,Masculino,3,44,No
,65,Desconocido,Universitario sin graduar,8906,Soltero,Femenino,0,24,No
,59,Privado,Bachiller,8537,Soltero,Masculino,6,52,No
,70,Desconocido,Universitario sin graduar,7462,Casado,Femenino,0,26,No
,59,Privado,Magister,9925,Casado,Masculino,6,52,No
,35,Desconocido,Niño,5824,Soltero,Femenino,0,32,No
,33,Independiente,Licenciatura,2023,Casado,Masculino,1,52,Si
,62,Desconocido,9 grado,6708,Casado,Femenino,0,27,Si
,46,Desconocido,Universitario sin graduar,7808,Casado,Femenino,0,26,No
,49,Privado,Técnico,850,Divorciado,Femenino,3,52,No
,70,Privado,Licenciatura,1800,Casado,Femenino,4,52,Si
,62,Privado,Universitario sin graduar,8914,Soltero,Femenino,6,52,No
,55,Desconocido,Niño,4672,Soltero,Masculino,0,19,Si
,50,Privado,Magister,5404,Casado,Masculino,6,52,Si
,34,Desconocido,10 grado,7331,Casado,Femenino,0,32,No
,33,Privado,Bachiller,6363,Casado,Femenino,2,52,No
,68,Privado,Magister,2876,Casado con cónyuge presente,Femenino,6,52,No
,28,Desconocido,Niño,2480,Soltero,Masculino,0,21,No
,57,Desconocido,Bachiller,8828,Casado,Femenino,0,22,Si
,20,Gobierno local,Bachiller,6594,Divorciado,Femenino,4,52,No
,27,Independiente,Licenciatura,1301,Casado,Femenino,1,52,Si
,30,Independiente,Bachiller,5657,Casado,Masculino,1,52,Si
,43,Privado,Universitario sin graduar,9782,Soltero,Masculino,3,43,Si
,27,Independiente,Universitario sin graduar,2259,Casado,Masculino,1,52,No
,67,Privado,Bachiller,1342,Casado,Masculino,6,52,Si
,69,Desconocido,Niño,4199,Soltero,Femenino,0,26,No
,65,Independiente,Universitario sin graduar,1444,Casado,Femenino,1,52,No
,31,Privado,Magister,3999,Casado,Femenino,6,52,Si
,36,Desconocido,Niño,2444,Soltero,Masculino,0,24,Si
,31,Desconocido,Niño,7006,Soltero,Femenino,0,18,No
,66,Desconocido,Niño,6522,Soltero,Masculino,0,28,Si
,25,Desconocido,Universitario sin graduar,830,Casado,Masculino,6,52,No
,61,Desconocido,Grado 11 sin diploma,7790,Soltero,Masculino,0,24,No
,35,Privado,3 primaria,4211,Soltero,Masculino,2,52,Si
,55,Privado,Universitario sin graduar,504,Casado,Masculino,2,50,Si
,45,Privado,Universitario sin graduar,8501,Casado,Femenino,6,52,Si
,24,Desconocido,Niño,561,Soltero,Masculino,0,29,Si
,69,Privado,Licenciatura,820,Divorciado,Femenino,6,52,No
,26,Desconocido,Niño,6451,Soltero,Femenino,0,29,No
,25,Privado,Universitario sin graduar,7422,Soltero,Masculino,3,51,Si
,69,Desconocido,Niño,5832,Soltero,Masculino,0,19,No
,65,Desconocido,Niño,2981,Soltero,Femenino,0,20,Si
,30,Privado,Licenciatura,4186,Casado,Masculino,4,52,No
,55,Privado,Licenciatura,9932,Casado,Masculino,4,52,Si
,53,Mixto,Licenciatura,5127,Casado,Masculino,1,52,Si
,41,Privado,5 primaria,7155,Casado,Masculino,1,48,No
,20,Desconocido,Universitario sin graduar,8205,Cónyuge ausente,Masculino,0,26,Si
,44,Privado,3 primaria,3209,Divorciado,Masculino,6,45,No
,57,Desconocido,Niño,4443,Soltero,Femenino,0,29,No
,25,Desconocido,7 grado,7356,Soltero,Masculino,0,19,No
,20,Privado,Universitario sin graduar,4635,Casado,Masculino,1,52,No
,56,Desconocido,10 grado,4570,Casado,Femenino,0,28,Si
,19,Desconocido,Bachiller,7378,Casado,Femenino,0,27,Si
,70,Independiente,Bachiller,3931,Soltero,Masculino,2,52,Si
,47,Desconocido,Niño,1002,Soltero,Femenino,0,31,Si
,41,Desconocido,Universitario sin graduar,1172,Casado,Femenino,0,26,Si
,37,Privado,Bachiller,2188,Soltero,Femenino,6,47,No
,58,Privado,Bachiller,5859,Casado,Masculino,1,49,No
,44,Desconocido,Niño,7847,Soltero,Masculino,0,30,Si
,55,Desconocido,10 grado,9128,Soltero,Femenino,0,26,No
,66,Desconocido,Niño,307,Soltero,Masculino,0,25,No
,34,Desconocido,Niño,5277,Soltero,Femenino,0,29,No
,53,Privado,5 primaria,7204,Soltero,Masculino,3,52,No
,35,Desconocido,7 grado,824,Casado,Masculino,0,24,Si
,42,Mixto,Magister,8621,Soltero,Masculino,6,52,No
,53,Desconocido,Niño,8889,Soltero,Femenino,0,26,Si
,26,Privado,Bachiller,3639,Viudo,Femenino,3,52,No
,27,Desempleado,Universitario sin graduar,6424,Casado,Femenino,6,52,No
,66,Desconocido,Niño,9840,Soltero,Femenino,0,30,No
,65,Desconocido,Niño,1623,Soltero,Femenino,0,30,No
,66,Privado,Universitario sin graduar,9984,Casado,Femenino,1,52,No
,50,Privado,9 grado,6036,Viudo,Femenino,4,52,Si
,20,Privado,5 primaria,800,Soltero,Femenino,1,52,No
,23,Independiente,Normalista,3944,Casado,Masculino,1,52,No
,37,Desconocido,Niño,1179,Soltero,Masculino,0,30,No
,29,Privado,Universitario sin graduar,6406,Soltero,Femenino,3,52,Si
,51,Privado,Universitario,2785,Casado,Femenino,3,51,Si
,67,Privado,7 grado,1138,Divorciado,Masculino,4,52,No
,68,Independiente,Licenciatura,3041,Soltero,Masculino,1,52,Si
,69,Independiente,Licenciatura,8536,Casado,Masculino,1,52,No
,33,Gobierno Nacional,Técnico,6214,Casado,Femenino,1,52,Si
,18,Desconocido,Bachiller,5448,Casado,Femenino,0,20,Si
,36,Desconocido,Licenciatura,6425,Soltero,Masculino,0,31,No
,20,Desconocido,Niño,9321,Soltero,Femenino,0,23,Si
,36,Desconocido,Licenciatura,5763,Casado con cónyuge presente,Femenino,0,31,Si
,39,Desempleado,Bachiller,6789,Divorciado,Femenino,0,23,Si
,68,Gobierno local,Bachiller,6552,Casado,Femenino,0,25,Si
,34,Desconocido,Niño,2809,Soltero,Masculino,0,29,Si
,20,Desconocido,Niño,4464,Soltero,Masculino,0,25,Si
,52,Privado,Bachiller,5200,Casado,Masculino,5,50,Si
,19,Desconocido,Niño,1266,Soltero,Femenino,0,29,Si
,29,Desconocido,3 primaria,2534,Soltero,Masculino,0,31,Si
,41,Desconocido,Niño,4757,Soltero,Femenino,0,25,Si
,28,Gobierno Nacional,Magister,5670,Divorciado,Masculino,6,51,No
,44,Desconocido,Bachiller,7044,Viudo,Femenino,0,25,Si
,47,Privado,Bachiller,7963,Separado,Masculino,4,52,Si
,59,Privado,Bachiller,850,Casado,Masculino,4,49,No
,63,Desconocido,Niño,3487,Soltero,Masculino,0,21,No
,49,Desconocido,Niño,8888,Soltero,Femenino,0,20,Si
,51,Desconocido,Niño,8660,Soltero,Femenino,0,18,Si
,59,Privado,Licenciatura,9699,Casado,Femenino,4,51,Si
,24,Desconocido,Magister,2610,Soltero,Femenino,0,21,No
,28,Desconocido,7 grado,9004,Viudo,Femenino,0,26,Si
,62,Privado,9 grado,750,Casado,Femenino,3,52,Si
,62,Desconocido,Bachiller,9856,Casado,Femenino,0,26,No
,37,Privado,9 grado,9937,Soltero,Masculino,1,48,Si
,21,Desconocido,5 primaria,4832,Viudo,Femenino,0,27,Si
,25,Privado,Bachiller,8989,Casado,Femenino,6,52,No
,45,Desconocido,Universitario sin graduar,5436,Casado,Femenino,0,24,Si
,70,Privado,Grado 11 sin diploma,550,Soltero,Masculino,1,52,Si
,26,Mixto,Licenciatura,8976,Casado,Masculino,2,52,Si
,30,Privado,Bachiller,2135,Casado,Masculino,6,50,No
,45,Desconocido,Niño,8413,Soltero,Masculino,0,25,No
,38,Privado,Bachiller,6848,Soltero,Femenino,1,52,No
,55,Desconocido,Niño,494,Soltero,Masculino,0,21,No
,39,Desconocido,9 grado,4536,Casado,Masculino,0,27,No
,65,Mixto,Licenciatura,3706,Casado,Masculino,1,52,No
,58,Desconocido,Niño,9746,Soltero,Femenino,0,24,Si
,58,Privado,Universitario sin graduar,203,Soltero,Femenino,6,52,No
,58,Desconocido,Niño,2835,Soltero,Masculino,0,33,No
,57,Gobierno local,Universitario,7414,Casado,Masculino,6,52,No
,40,Independiente,Magister,5621,Casado,Masculino,1,51,No
,42,Desconocido,Niño,1540,Soltero,Femenino,0,29,Si
,44,Privado,9 grado,9976,Casado,Masculino,1,52,Si
,57,Desconocido,Niño,2417,Soltero,Masculino,0,29,Si
,52,Desconocido,10 grado,939,Casado,Masculino,0,20,Si
,25,Desconocido,Niño,4011,Soltero,Femenino,0,29,No
,30,Desconocido,Bachiller,7856,Casado,Femenino,2,41,Si
,33,Gobierno Nacional,Licenciatura,8895,Casado,Femenino,6,52,No
,18,Desconocido,Niño,5302,Soltero,Masculino,0,21,No
,19,Desconocido,Desconocido,2282,Separado,Masculino,0,33,No
,67,Desconocido,Universitario sin graduar,8823,Casado,Femenino,0,33,No
,31,Privado,Grado 11 sin diploma,1228,Casado,Masculino,3,52,No
,63,Desconocido,Niño,4057,Soltero,Masculino,0,27,Si
,30,Desconocido,9 grado,6010,Soltero,Masculino,0,32,No
,23,Desconocido,Técnico,9765,Soltero,Femenino,0,28,Si
,19,Privado,Universitario sin graduar,228,Soltero,Masculino,1,52,No
,30,Desconocido,Niño,8516,Soltero,Femenino,0,20,No
,63,Privado,Bachiller,2816,Divorciado,Masculino,2,52,Si
,34,Privado,Bachiller,1687,Casado,Masculino,3,46,No
,66,Desconocido,Bachiller,7029,Casado,Masculino,0,20,No
,27,Privado,Universitario sin graduar,1386,Casado,Masculino,3,52,No
,70,Privado,10 grado,2377,Cónyuge ausente,Masculino,2,45,No
,56,Privado,Licenciatura,3361,Soltero,Masculino,1,52,Si
,43,Desconocido,Niño,6495,Soltero,Masculino,0,19,Si
,44,Privado,Bachiller,1375,Casado,Femenino,3,47,Si
,46,Desconocido,Niño,3629,Soltero,Femenino,0,20,Si
,32,Desconocido,Bachiller,8662,Viudo,Femenino,0,32,Si
,22,Desconocido,Niño,4232,Soltero,Femenino,0,23,No
,56,Privado,Bachiller,1361,Casado,Femenino,6,52,Si
,62,Privado,Bachiller,7325,Casado,Femenino,4,52,Si
,51,Desconocido,Técnico,3791,Divorciado,Femenino,0,22,No
,24,Desconocido,3 primaria,9672,Casado,Masculino,0,21,No
,23,Desconocido,10 grado,6668,Casado,Masculino,0,20,Si
,30,Privado,Licenciatura,2978,Casado,Femenino,3,52,No
,45,Desconocido,Niño,9090,Soltero,Femenino,0,28,Si
,42,Privado,9 grado,1799,Soltero,Femenino,2,52,No
,52,Desconocido,Bachiller,6439,Casado,Femenino,0,19,Si
,25,Desconocido,Desconocido,6963,Divorciado,Femenino,0,27,No
,33,Desconocido,Niño,8859,Soltero,Masculino,0,21,Si
,65,Desconocido,Niño,9016,Soltero,Masculino,0,30,Si
,60,Privado,Desconocido,2075,Casado,Masculino,1,46,Si
,47,Desconocido,Niño,7869,Soltero,Femenino,0,20,Si
,31,Privado,Universitario sin graduar,2178,Casado,Masculino,6,52,No
,30,Privado,Bachiller,579,Soltero,Femenino,6,52,No
,62,Desconocido,Niño,2982,Soltero,Masculino,0,28,No
,32,Privado,Universitario sin graduar,4615,Separado,Femenino,6,52,No
,25,Desconocido,Bachiller,237,Casado,Femenino,0,28,No
,55,Desconocido,Universitario sin graduar,2366,Soltero,Femenino,0,25,Si
,64,Privado,9 grado,8141,Soltero,Masculino,6,45,Si
,25,Desconocido,5 primaria,695,Viudo,Femenino,0,30,No
,44,Desconocido,Bachiller,5912,Casado,Femenino,0,30,No
,50,Privado,9 grado,2355,Soltero,Femenino,6,52,Si
,44,Desconocido,Bachiller,2411,Viudo,Femenino,0,21,No
,39,Desconocido,Niño,5392,Soltero,Masculino,0,20,Si
,58,Desconocido,Licenciatura,4733,Casado,Masculino,0,20,Si
,40,Desempleado,Licenciatura,5811,Casado,Masculino,6,52,Si
,39,Desconocido,7 grado,5385,Casado,Femenino,0,25,No
,31,Privado,Bachiller,8605,Divorciado,Masculino,3,52,No
,30,Privado,Bachiller,900,Casado,Femenino,5,52,No
,63,Privado,Bachiller,650,Casado,Femenino,6,52,No
,58,Desconocido,Niño,768,Soltero,Femenino,0,25,No
,51,Privado,Licenciatura,5861,Casado,Femenino,6,52,No
,18,Privado,Bachiller,5654,Casado,Femenino,4,42,No
,41,Desconocido,Grado 11 sin diploma,940,Viudo,Femenino,0,20,No
,59,Privado,Universitario sin graduar,3342,Casado,Masculino,5,52,Si
,34,Desconocido,Universitario sin graduar,444,Casado,Femenino,0,22,Si
,67,Privado,3 primaria,4700,Casado,Femenino,1,52,No
,65,Desconocido,Niño,7982,Soltero,Femenino,0,18,Si
,54,Desconocido,3 primaria,7241,Soltero,Masculino,0,31,Si
,47,Privado,Universitario sin graduar,6641,Casado,Femenino,6,52,No
,27,Privado,Universitario sin graduar,6568,Divorciado,Masculino,5,52,No
,66,Desconocido,Niño,8177,Soltero,Masculino,0,27,Si
,60,Privado,3 primaria,271,Casado,Masculino,1,52,No
,45,Desconocido,Bachiller,528,Soltero,Femenino,0,28,Si
,60,Independiente,Licenciatura,7471,Casado,Femenino,1,51,No
,61,Desconocido,3 primaria,4792,Soltero,Masculino,0,22,Si
,21,Privado,Magister,4778,Casado,Masculino,6,52,Si
,57,Informal,Técnico,9530,Casado,Femenino,2,52,Si
,64,Desconocido,Niño,7493,Soltero,Femenino,0,21,No
,66,Privado,Universitario sin graduar,1512,Soltero,Femenino,6,52,Si
,65,Desconocido,Bachiller,401,Casado,Femenino,0,20,No
,43,Desconocido,Niño,3980,Soltero,Masculino,0,20,No
,44,Desconocido,Universitario sin graduar,1539,Soltero,Masculino,0,32,Si
,19,Desconocido,Bachiller,2106,Casado,Femenino,0,26,Si
,19,Gobierno local,Universitario sin graduar,2874,Casado,Femenino,0,20,No
